#Time since start in ms ,ACCELEROMETER X (m/së_),ACCELEROMETER Y (m/së_),ACCELEROMETER Z (m/së_)
20600,0.9216,9.6834,-1.5114
20620,0.9216,9.6834,-1.5114
20640,1.0233,9.6357,-1.463
20660,1.0233,9.6357,-1.463
20680,0.9534,9.6324,-1.4757
20699,0.9534,9.6324,-1.4757
20719,0.9566,9.6921,-1.6789
20739,0.9566,9.6921,-1.6789
20759,0.995,9.5563,-1.6432
20779,0.995,9.5563,-1.6432
20800,0.9865,9.6056,-1.5888
20820,0.9865,9.6056,-1.5888
20840,0.9045,9.5782,-1.4603
20860,0.9045,9.5782,-1.4603
20879,0.9792,9.7087,-1.3771
20899,0.9792,9.7087,-1.3771
20919,0.9056,9.6484,-1.5474
20940,0.9056,9.6484,-1.5474
20960,0.9376,9.6129,-1.5134
20980,0.9376,9.6129,-1.5134
21000,0.9797,9.5902,-1.4921
21020,0.9797,9.5902,-1.4921
21041,0.9872,9.7107,-1.6918
21059,0.9872,9.7107,-1.6918
21079,0.9734,9.6122,-1.6326
21100,0.9734,9.6122,-1.6326
21119,0.9067,9.6137,-1.4881
21139,0.9067,9.6137,-1.4881
21160,0.9714,9.5639,-1.5481
21179,0.9714,9.5639,-1.5481
21199,0.9737,9.5725,-1.538
21220,0.9737,9.5725,-1.538
21240,0.8625,9.7063,-1.5525
21259,0.8625,9.7063,-1.5525
21280,0.9454,9.6069,-1.6028
21300,0.9454,9.6069,-1.6028
21319,1.0242,9.5601,-1.5954
21340,1.0242,9.5601,-1.5954
21360,0.9605,9.6423,-1.6305
21379,0.9605,9.6423,-1.6305
21402,0.9271,9.6169,-1.6489
21420,0.9271,9.6169,-1.6489
21440,0.9844,9.6814,-1.4971
21459,0.9844,9.6814,-1.4971
21480,1.0117,9.6823,-1.7311
21500,1.0117,9.6823,-1.7311
